variant,instance,run,seed,fitness,deterministic_makespan,final_robust_stdev,final_R,function_evaluations,raw_function_evaluations,runtime_s,generations
hpo_with_rl,1_Brandimarte_12_workers.fjs,6,1005,1114.3736455629512,528.0,9.70703661567202,2.110556146899529,1564860,4408512,129600.89966750145,51049
hpo_with_rl,1_Brandimarte_12_workers.fjs,7,1006,1165.313133595766,548.0,18.199802595699886,2.12648382043023,434100,4188480,129600.43690991402,49832
hpo_with_rl,1_Brandimarte_12_workers.fjs,8,1007,1154.1502359493993,546.0,10.401390471361523,2.113828270969596,1864860,4166172,129601.16007137299,49640
hpo_with_rl,1_Brandimarte_12_workers.fjs,9,1008,1197.7162550596604,568.0,12.345247382942416,2.1086553786261626,695076,4381524,129601.14544558525,48949
hpo_with_rl,1_Brandimarte_12_workers.fjs,10,1009,1191.671625943406,563.0,15.547142519258905,2.1166458720131547,2807016,4357920,129601.27963447571,50806
hpo_with_rl,1_Brandimarte_14_workers.fjs,1,1000,1398.4839253329762,665.0,12.938949474239575,2.1029833463653778,1650132,2989932,129600.90535879135,34924
hpo_with_rl,1_Brandimarte_14_workers.fjs,2,1001,1453.8713037105424,692.0,14.442878522233467,2.1009700920672576,1909212,3111684,129602.4773042202,34616
hpo_with_rl,1_Brandimarte_14_workers.fjs,3,1002,1408.3558551028154,666.0,14.27634672532151,2.1146484310853086,488244,2998128,129601.60584044456,35727
hpo_with_rl,1_Brandimarte_14_workers.fjs,4,1003,1420.5593300899905,673.0,16.72270250473262,2.110786523164919,338100,3054444,129601.18349027634,35232
hpo_with_rl,1_Brandimarte_14_workers.fjs,5,1004,1449.6887029102263,689.0,12.496280588133002,2.1040474643109235,440952,3078252,129601.06740808487,34425
hpo_with_rl,1_Brandimarte_14_workers.fjs,6,1005,1493.7383576645184,707.0,12.616238934830713,2.1127840985353865,341316,2713044,129600.85108017921,36313
hpo_with_rl,1_Brandimarte_14_workers.fjs,7,1006,1450.5327165259898,687.0,17.095908554951635,2.111401334098966,2123580,3196416,129601.91005730629,33991
hpo_with_rl,1_Brandimarte_14_workers.fjs,8,1007,1402.187431326183,668.0,12.590113926615485,2.09908298102722,1300320,2955024,129602.35554432869,35221
